"UNIT CODE","UNIT NAME","ORGAN CODE","ORGAN NAME","SUPERIOR ORGAN CODE","SUPERIOR ORGAN NAME"
120313,PRIMEIRO DO QUARTO GRUPO DE AVALIACAO        ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120314,PRIMEIRO DO QUINTO GRUPO DE AVICAO           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120315,PRIMEIRO DO SEGUNDO GRUPO DE TRANSPORTE      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120316,PRIMEIRO DO SETIMO GRUPO DE AVIACAO          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120317,PRIMEIRO DO SEXTO GRUPO DE AVIACAO           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120318,PRIMEIRO DO TERCEIRO GRUPO DE AVIACAO        ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120319,PRIMEIRO ESQUADRAO DE TRANSPORTE AEREO       ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120320,PRIMEIRO GRUPO DE AVIACAO DE CACA            ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120321,PRIMEIRO GRUPO DE AVIACAO EMBARCADA          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120322,PRIMEIRO GRUPO DE TRANSPORTE DE TROPA        ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
130078,DISTRITO DE METEOROLOGIA/MT                  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130080,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130081,"10 DISTRITO DE METEOROLOGIA DE GOIANIA       ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130082,SETORIAL DE CONTABILIDADE/MAPA-2A.REGIAO     ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130083,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130084,EMBRAPA/SERV. DE INTERCAMBIO E QUANENTENA    ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130085,SETORIAL DE CONTABILIDADE/MAPA-4A.REGIAO     ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130086,PROGRAMA DE ACAO MERCUSUL L. DE FEBRE AFTOSA ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130087,EMBRAPA SECRETARIA EXECUTIVA DO PLANO        ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130088,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130089,EMBRAPA-CNPM-PAC                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130090,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130091,DISTRITO DE METEOROLOGIA/AM                  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130093,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130094,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130095,DISTRITO DE METEOROLOGIA/PA                  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130096,SECRETARIA DE INTEGRAÇÃO E MOBILIDADE SOCIAL ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130097,SECRETARIA DE AQUICULTURA E PESCA            ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130098,EMBRAPA/SIRE/GIE                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130099,EMBRAPA/SIRE/GME                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130100,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130101,COORDENACAO GERAL ORCAMENTO E FINANCAS/MARA  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130102,LABORATÓRIO FED. DE DEFESA AGROPECUÁRIA/SP   ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130103,LABORATÓRIO FEDERAL DE DEFESA AGROPECURIO/RS ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130104,"COORD.-GERAL DE ORC.,FIN. E CONTABIL-COF/MAPA",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130105,EMBRAPA/SIRE/GCE                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130106,EMBRAPA/SIRE/GRIG                            ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130107,EMBRAPA/SIRE/GREI                            ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130108,EMBRAPA/SDI/GEDI                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130109,EMBRAPA/SDI/GDO                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130110,SECRETARIA NACIONAL DE IRRIGACAO-SENIR       ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130111,EMBRAPA/SDI/GGIQ                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
150210,MEC/SECAD                                    ,26000,MINISTERIO DA EDUCACAO                       ,26000,MINISTERIO DA EDUCACAO                       
150211,MEC/SEED                                     ,26000,MINISTERIO DA EDUCACAO                       ,26000,MINISTERIO DA EDUCACAO                       
150212,MEC/SEESP                                    ,26000,MINISTERIO DA EDUCACAO                       ,26000,MINISTERIO DA EDUCACAO                       
150213,MEC/SESU                                     ,26000,MINISTERIO DA EDUCACAO                       ,26000,MINISTERIO DA EDUCACAO                       
150214,MEC/SETEC                                    ,26000,MINISTERIO DA EDUCACAO                       ,26000,MINISTERIO DA EDUCACAO                       
150215,MEC/CNE                                      ,26000,MINISTERIO DA EDUCACAO                       ,26000,MINISTERIO DA EDUCACAO                       
150216,MEC/REMEC/RJ                                 ,26000,MINISTERIO DA EDUCACAO                       ,26000,MINISTERIO DA EDUCACAO                       
150217,MEC/REMEC/SP                                 ,26000,MINISTERIO DA EDUCACAO                       ,26000,MINISTERIO DA EDUCACAO                       
135335,UC/MOGI DAS CRUZES                           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135336,UA/ARARAQUARA                                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135338,UNID.ESTOQUE ESTRATEGICO/TO                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135339,NUCLEO ESTOQUE REGULADOR/TO - PGPM           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135340,UC/ARAGUAINA                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135341,UNID.COL.SENADOR POMPEU                      ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135342,UNID.DE COMERCIALIZACAO DE TIANGUA           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135343,UNID.DE COMERCIALIZACAO DE ARACOIABA         ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135344,UNID.CENT.ICO                                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135346,UC IMPERATRIZ                                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135347,NUCLEO ESTOQUE ESTRATEGICO - SEDE            ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135348,NUCLEO ESTOQUE REGULADOR - SEDE              ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135349,UNIDADE COLETORA DE UMARIZAL                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135350,PRESIDENCIA                                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135351,GABINETE                                     ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135352,ASSESSORIA DA PRESIDENCIA                    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135353,COORDENADORIA DE COMUNICACAO SOCIAL          ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135354,AUDITORIA INTERNA                            ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135355,PROCURADORIA GERAL                           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135356,DIRETORIA DE PLANEJAMENTO                    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135357,DEPART. DE ESTUDOS E PESQUISAS AGRO-PECUARIAS,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135358,DEPARTAMENTO DE ANALISE ECONOMICA            ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135359,DEPART.DE PROGRAMACAO E CONTROLE ORCAMENTARIO,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135360,DIRETORIA DE OPERACOES                       ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135361,DEPARTAMENTO TECNICO-OPERACIONAL             ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135362,DEPART.MOVIMENTACAO ESTOQUES GOVERNAMENTAIS  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135363,DEPARTAMENTO DE ESTOQUES GOVERNAMENTAIS      ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135364,DIRETORIA DE ABASTECIMENTO                   ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135365,DEP.COMERCIALIZACAO ESTOQUES GOVERNAMENTAIS  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135366,DEPARTAMENTO DE ABASTECIMENTO                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135367,DEPARTAMENTO DE APOIO TECNICO                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130112,EMBRAPA/SDI/GRIT                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130113,EMBRAPA/SDI/GAI                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130114,EMBRAPA/SPD/GPP                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130115,EMBRAPA/SPD/GEP                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130116,EMBRAPA/SPD/GARP                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130117,EMBRAPA/SPD/GAPA                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130118,EMBRAPA/SPD/GICT                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130119,EMBRAPA/SIN/GAM                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130120,EMBRAPA/SIN/GAT                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130121,EMBRAPA/SIN/GIN                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130122,COMISSAO EXEC.DA LAVOURA CACAUEIRA           ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130125,COMISSAO EXEC.DA LAVOURA CACAUEIRA           ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130126,COMISSAO EXEC.DA LAVOURA CACAUEIRA           ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130130,EMBRAPA/SIN/GPM                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130131,COMISSAO EXEC.DO PLANO DA LAVOURA CACAUEIRA  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130205,ITTO-OIMT-ORG. INTER. DE MAD. TROPICAL       ,44208,SERVICO FLORESTAL BRASILEIRO                 ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130206,FUNDO NACIONAL DE DESENVOLVIMENTO FLORESTAL  ,44208,SERVICO FLORESTAL BRASILEIRO                 ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130207,KFW SERVIÇO FLORESTAL BRASILEIRO             ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130208,KFW SERVIÇO FLORESTAL BRASILEIRO - EXTERIOR  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130209,FUNDO AMAZÔNIA-SERVIÇO FLORESTAL BRASILEIRO  ,44208,SERVICO FLORESTAL BRASILEIRO                 ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130210,PROJETO FIP/BID - INVENT. FLORES NAC. CERRADO,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130211,PROJETO FIP/BID INV. FLOR NAC. CERRADO EXTER.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130212,PROJETO REGULAR.AMB.IMOV.RURAIS BIOMA CERRADO,44208,SERVICO FLORESTAL BRASILEIRO                 ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130213,PROJETO REG. AMB. IMOV.RURAIS BIOMA CERRADO  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130215,PROJETO DOM HELDER CAMARA II                 ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130240,EMBRAPA ALIMENTOS E TERRITORIOS/MACEIO/AL    ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130241,EMBRAPA/CADM                                 ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130242,EMBRAPA/CADM                                 ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
131000,CENTRAIS DE ABASTECIMENTO DE - MG            ,13100,CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS    ,13100,CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS    
133001,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133002,CONTRATO DE EMPRESTIMO  BID 1248/OC-BR       ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133003,SUPERINT. NAC.REGULARIZ. FUND. AMAZONIA LEGAL,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133004,CONTRATO DE EMPRESTIMO  BID 1248/OC­BR       ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133005,UNIDADE AVANCADA DE COLIDER                  ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133006,CONTRATO DE EMPRESTIMO  BID 1248/OC­BR       ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133007,UNIDADE AVANÇADA CONJ.PEIXOTO DE AZEVEDO     ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133008,CONTRATO DE EMPRESTIMO  BID 1248/OC­BR       ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133009,CONTRATO DE EMPRESTIMO  BID 1248/OC­BR       ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133081,UNIDADE AVANCADA DE TUCURUI                  ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133082,PROJETO FUNDIARIO SAO GERALDO                ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133083,PROJETO FUNDIARIO CONCEICAO DO ARAGUAIA      ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133087,DIRETORIA DE PLANEJAMENTO DO INCRA           ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
133089,INST.NAC.DE COLONIZ.E REFORMA AGRARIA-INCRA  ,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
135000,UA/RUSSAS                                    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135001,EMBRAPA RONDONIA/PORTO VELHO/RO              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135002,EMBRAPA ACRE/RIO BRANCO/AC                   ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135003,CEF-PROGRAMA NAC. DE AGRICULTURA FAMILIAR/MA ,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR ,49000,MINISTERIO DO DES. AGRARIO E AGRIC. FAMILIAR 
120323,QUARTO ESQUADRAO DE TRANSPORTE AEREO         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120324,QUINTO DO OITAVO GRUPO DE AVIACAO            ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120325,QUINTO ESQUADRAO DE TRANSPORTE AEREO         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120326,SEGUNDA ESQUADRILHA DE LIGACAO E OBSERVACAO  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120327,SEGUNDO DO DECIMO GRUPO DE AVIACAO           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120328,SEGUNDO DO OITAVO GRUPO DE AVIACAO           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120329,SEGUNDO DO QUINTO GRUPO DE AVIACAO           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120330,SUBDIVISAO DE INSTRUCAO AO VOO               ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120331,SEGUNDO DO SEGUNDO GRUPO DE TRANSPORTE       ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120332,SEGUNDO DO SETIMO GRUPO DE AVIACAO           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120333,SEGUNDO DO TERCEIRO GRUPO DE AVIACAO         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120334,SEGUNDO ESQUADRAO DE TRANSPORTE AEREO        ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120335,SETIMO DO OITAVO GRUPO DE AVIACAO            ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120336,SETIMO ESQUADRAO DE TRANSPORTE AEREO         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120337,TERCEIRO DO DECIMO GRUPO DE AVIACAO          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120338,TERCEIRO DO OITAVO GRUPO DE AVIACAO          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120339,TERCEIRO DO SETIMO GRUPO DE AVIACAO          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120340,TERCEIRO ESQUADRAO DE TRANSPORTE AEREO       ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120341,SEGUNDO DO SEXTO GRUPO DE AVIACAO            ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
